quarter,year,day,start_of_year,start_of_monthj,start_of_quarter,date,start_of_week,day_of_week,month_name
2020-07-16 00:00:00.000,16,Thursday,Jul,3,2020,2020-01-01 00:00:00.000,2020-07-01 00:00:00.000,2020-07-01 00:00:00.000,2020-07-13 00:00:00.000
2020-07-17 00:00:00.000,17,Friday,Jul,3,2020,2020-01-01 00:00:00.000,2020-07-01 00:00:00.000,2020-07-01 00:00:00.000,2020-07-13 00:00:00.000
2020-07-18 00:00:00.000,18,Saturday,Jul,3,2020,2020-01-01 00:00:00.000,2020-07-01 00:00:00.000,2020-07-01 00:00:00.000,2020-07-13 00:00:00.000
2020-07-19 00:00:00.000,19,Sunday,Jul,3,2020,2020-01-01 00:00:00.000,2020-07-01 00:00:00.000,2020-07-01 00:00:00.000,2020-07-13 00:00:00.000
2020-07-20 00:00:00.000,20,Monday,Jul,3,2020,2020-01-01 00:00:00.000,2020-07-01 00:00:00.000,2020-07-01 00:00:00.000,2020-07-20 00:00:00.000
2020-07-21 00:00:00.000,21,Tuesday,Jul,3,2020,2020-01-01 00:00:00.000,2020-07-01 00:00:00.000,2020-07-01 00:00:00.000,2020-07-20 00:00:00.000
2020-07-22 00:00:00.000,22,Wednesday,Jul,3,2020,2020-01-01 00:00:00.000,2020-07-01 00:00:00.000,2020-07-01 00:00:00.000,2020-07-20 00:00:00.000
2020-07-23 00:00:00.000,23,Thursday,Jul,3,2020,2020-01-01 00:00:00.000,2020-07-01 00:00:00.000,2020-07-01 00:00:00.000,2020-07-20 00:00:00.000
2020-07-24 00:00:00.000,24,Friday,Jul,3,2020,2020-01-01 00:00:00.000,2020-07-01 00:00:00.000,2020-07-01 00:00:00.000,2020-07-20 00:00:00.000
2020-07-25 00:00:00.000,25,Saturday,Jul,3,2020,2020-01-01 00:00:00.000,2020-07-01 00:00:00.000,2020-07-01 00:00:00.000,2020-07-20 00:00:00.000
2020-07-26 00:00:00.000,26,Sunday,Jul,3,2020,2020-01-01 00:00:00.000,2020-07-01 00:00:00.000,2020-07-01 00:00:00.000,2020-07-20 00:00:00.000
2020-07-27 00:00:00.000,27,Monday,Jul,3,2020,2020-01-01 00:00:00.000,2020-07-01 00:00:00.000,2020-07-01 00:00:00.000,2020-07-27 00:00:00.000
2020-07-28 00:00:00.000,28,Tuesday,Jul,3,2020,2020-01-01 00:00:00.000,2020-07-01 00:00:00.000,2020-07-01 00:00:00.000,2020-07-27 00:00:00.000
2020-07-29 00:00:00.000,29,Wednesday,Jul,3,2020,2020-01-01 00:00:00.000,2020-07-01 00:00:00.000,2020-07-01 00:00:00.000,2020-07-27 00:00:00.000
2020-07-30 00:00:00.000,30,Thursday,Jul,3,2020,2020-01-01 00:00:00.000,2020-07-01 00:00:00.000,2020-07-01 00:00:00.000,2020-07-27 00:00:00.000
2020-07-31 00:00:00.000,31,Friday,Jul,3,2020,2020-01-01 00:00:00.000,2020-07-01 00:00:00.000,2020-07-01 00:00:00.000,2020-07-27 00:00:00.000
2020-08-01 00:00:00.000,1,Saturday,Aug,3,2020,2020-01-01 00:00:00.000,2020-08-01 00:00:00.000,2020-07-01 00:00:00.000,2020-07-27 00:00:00.000
2020-08-02 00:00:00.000,2,Sunday,Aug,3,2020,2020-01-01 00:00:00.000,2020-08-01 00:00:00.000,2020-07-01 00:00:00.000,2020-07-27 00:00:00.000
2020-08-03 00:00:00.000,3,Monday,Aug,3,2020,2020-01-01 00:00:00.000,2020-08-01 00:00:00.000,2020-07-01 00:00:00.000,2020-08-03 00:00:00.000
2020-08-04 00:00:00.000,4,Tuesday,Aug,3,2020,2020-01-01 00:00:00.000,2020-08-01 00:00:00.000,2020-07-01 00:00:00.000,2020-08-03 00:00:00.000
2020-08-05 00:00:00.000,5,Wednesday,Aug,3,2020,2020-01-01 00:00:00.000,2020-08-01 00:00:00.000,2020-07-01 00:00:00.000,2020-08-03 00:00:00.000
2020-08-06 00:00:00.000,6,Thursday,Aug,3,2020,2020-01-01 00:00:00.000,2020-08-01 00:00:00.000,2020-07-01 00:00:00.000,2020-08-03 00:00:00.000
2020-08-07 00:00:00.000,7,Friday,Aug,3,2020,2020-01-01 00:00:00.000,2020-08-01 00:00:00.000,2020-07-01 00:00:00.000,2020-08-03 00:00:00.000
2020-08-08 00:00:00.000,8,Saturday,Aug,3,2020,2020-01-01 00:00:00.000,2020-08-01 00:00:00.000,2020-07-01 00:00:00.000,2020-08-03 00:00:00.000
2020-08-09 00:00:00.000,9,Sunday,Aug,3,2020,2020-01-01 00:00:00.000,2020-08-01 00:00:00.000,2020-07-01 00:00:00.000,2020-08-03 00:00:00.000
2020-08-10 00:00:00.000,10,Monday,Aug,3,2020,2020-01-01 00:00:00.000,2020-08-01 00:00:00.000,2020-07-01 00:00:00.000,2020-08-10 00:00:00.000
2020-08-11 00:00:00.000,11,Tuesday,Aug,3,2020,2020-01-01 00:00:00.000,2020-08-01 00:00:00.000,2020-07-01 00:00:00.000,2020-08-10 00:00:00.000
2020-08-12 00:00:00.000,12,Wednesday,Aug,3,2020,2020-01-01 00:00:00.000,2020-08-01 00:00:00.000,2020-07-01 00:00:00.000,2020-08-10 00:00:00.000
2020-08-13 00:00:00.000,13,Thursday,Aug,3,2020,2020-01-01 00:00:00.000,2020-08-01 00:00:00.000,2020-07-01 00:00:00.000,2020-08-10 00:00:00.000
2020-08-14 00:00:00.000,14,Friday,Aug,3,2020,2020-01-01 00:00:00.000,2020-08-01 00:00:00.000,2020-07-01 00:00:00.000,2020-08-10 00:00:00.000
2020-08-15 00:00:00.000,15,Saturday,Aug,3,2020,2020-01-01 00:00:00.000,2020-08-01 00:00:00.000,2020-07-01 00:00:00.000,2020-08-10 00:00:00.000
2020-08-16 00:00:00.000,16,Sunday,Aug,3,2020,2020-01-01 00:00:00.000,2020-08-01 00:00:00.000,2020-07-01 00:00:00.000,2020-08-10 00:00:00.000
2020-08-17 00:00:00.000,17,Monday,Aug,3,2020,2020-01-01 00:00:00.000,2020-08-01 00:00:00.000,2020-07-01 00:00:00.000,2020-08-17 00:00:00.000
2020-08-18 00:00:00.000,18,Tuesday,Aug,3,2020,2020-01-01 00:00:00.000,2020-08-01 00:00:00.000,2020-07-01 00:00:00.000,2020-08-17 00:00:00.000
2020-08-19 00:00:00.000,19,Wednesday,Aug,3,2020,2020-01-01 00:00:00.000,2020-08-01 00:00:00.000,2020-07-01 00:00:00.000,2020-08-17 00:00:00.000
2020-08-20 00:00:00.000,20,Thursday,Aug,3,2020,2020-01-01 00:00:00.000,2020-08-01 00:00:00.000,2020-07-01 00:00:00.000,2020-08-17 00:00:00.000
2020-08-21 00:00:00.000,21,Friday,Aug,3,2020,2020-01-01 00:00:00.000,2020-08-01 00:00:00.000,2020-07-01 00:00:00.000,2020-08-17 00:00:00.000
2020-08-22 00:00:00.000,22,Saturday,Aug,3,2020,2020-01-01 00:00:00.000,2020-08-01 00:00:00.000,2020-07-01 00:00:00.000,2020-08-17 00:00:00.000
2020-08-23 00:00:00.000,23,Sunday,Aug,3,2020,2020-01-01 00:00:00.000,2020-08-01 00:00:00.000,2020-07-01 00:00:00.000,2020-08-17 00:00:00.000
2020-08-24 00:00:00.000,24,Monday,Aug,3,2020,2020-01-01 00:00:00.000,2020-08-01 00:00:00.000,2020-07-01 00:00:00.000,2020-08-24 00:00:00.000
2020-08-25 00:00:00.000,25,Tuesday,Aug,3,2020,2020-01-01 00:00:00.000,2020-08-01 00:00:00.000,2020-07-01 00:00:00.000,2020-08-24 00:00:00.000
2020-08-26 00:00:00.000,26,Wednesday,Aug,3,2020,2020-01-01 00:00:00.000,2020-08-01 00:00:00.000,2020-07-01 00:00:00.000,2020-08-24 00:00:00.000
2020-08-27 00:00:00.000,27,Thursday,Aug,3,2020,2020-01-01 00:00:00.000,2020-08-01 00:00:00.000,2020-07-01 00:00:00.000,2020-08-24 00:00:00.000
2020-08-28 00:00:00.000,28,Friday,Aug,3,2020,2020-01-01 00:00:00.000,2020-08-01 00:00:00.000,2020-07-01 00:00:00.000,2020-08-24 00:00:00.000
2020-08-29 00:00:00.000,29,Saturday,Aug,3,2020,2020-01-01 00:00:00.000,2020-08-01 00:00:00.000,2020-07-01 00:00:00.000,2020-08-24 00:00:00.000
2020-08-30 00:00:00.000,30,Sunday,Aug,3,2020,2020-01-01 00:00:00.000,2020-08-01 00:00:00.000,2020-07-01 00:00:00.000,2020-08-24 00:00:00.000
2020-08-31 00:00:00.000,31,Monday,Aug,3,2020,2020-01-01 00:00:00.000,2020-08-01 00:00:00.000,2020-07-01 00:00:00.000,2020-08-31 00:00:00.000
2020-09-01 00:00:00.000,1,Tuesday,Sep,3,2020,2020-01-01 00:00:00.000,2020-09-01 00:00:00.000,2020-07-01 00:00:00.000,2020-08-31 00:00:00.000
2020-09-02 00:00:00.000,2,Wednesday,Sep,3,2020,2020-01-01 00:00:00.000,2020-09-01 00:00:00.000,2020-07-01 00:00:00.000,2020-08-31 00:00:00.000
2020-09-03 00:00:00.000,3,Thursday,Sep,3,2020,2020-01-01 00:00:00.000,2020-09-01 00:00:00.000,2020-07-01 00:00:00.000,2020-08-31 00:00:00.000
2020-09-04 00:00:00.000,4,Friday,Sep,3,2020,2020-01-01 00:00:00.000,2020-09-01 00:00:00.000,2020-07-01 00:00:00.000,2020-08-31 00:00:00.000
2020-09-05 00:00:00.000,5,Saturday,Sep,3,2020,2020-01-01 00:00:00.000,2020-09-01 00:00:00.000,2020-07-01 00:00:00.000,2020-08-31 00:00:00.000
2020-09-06 00:00:00.000,6,Sunday,Sep,3,2020,2020-01-01 00:00:00.000,2020-09-01 00:00:00.000,2020-07-01 00:00:00.000,2020-08-31 00:00:00.000
2020-09-07 00:00:00.000,7,Monday,Sep,3,2020,2020-01-01 00:00:00.000,2020-09-01 00:00:00.000,2020-07-01 00:00:00.000,2020-09-07 00:00:00.000
2020-09-08 00:00:00.000,8,Tuesday,Sep,3,2020,2020-01-01 00:00:00.000,2020-09-01 00:00:00.000,2020-07-01 00:00:00.000,2020-09-07 00:00:00.000
2020-09-09 00:00:00.000,9,Wednesday,Sep,3,2020,2020-01-01 00:00:00.000,2020-09-01 00:00:00.000,2020-07-01 00:00:00.000,2020-09-07 00:00:00.000
2020-09-10 00:00:00.000,10,Thursday,Sep,3,2020,2020-01-01 00:00:00.000,2020-09-01 00:00:00.000,2020-07-01 00:00:00.000,2020-09-07 00:00:00.000
2020-09-11 00:00:00.000,11,Friday,Sep,3,2020,2020-01-01 00:00:00.000,2020-09-01 00:00:00.000,2020-07-01 00:00:00.000,2020-09-07 00:00:00.000
2020-09-12 00:00:00.000,12,Saturday,Sep,3,2020,2020-01-01 00:00:00.000,2020-09-01 00:00:00.000,2020-07-01 00:00:00.000,2020-09-07 00:00:00.000
2020-09-13 00:00:00.000,13,Sunday,Sep,3,2020,2020-01-01 00:00:00.000,2020-09-01 00:00:00.000,2020-07-01 00:00:00.000,2020-09-07 00:00:00.000
2020-09-14 00:00:00.000,14,Monday,Sep,3,2020,2020-01-01 00:00:00.000,2020-09-01 00:00:00.000,2020-07-01 00:00:00.000,2020-09-14 00:00:00.000
2020-09-15 00:00:00.000,15,Tuesday,Sep,3,2020,2020-01-01 00:00:00.000,2020-09-01 00:00:00.000,2020-07-01 00:00:00.000,2020-09-14 00:00:00.000
2020-09-16 00:00:00.000,16,Wednesday,Sep,3,2020,2020-01-01 00:00:00.000,2020-09-01 00:00:00.000,2020-07-01 00:00:00.000,2020-09-14 00:00:00.000
2020-09-17 00:00:00.000,17,Thursday,Sep,3,2020,2020-01-01 00:00:00.000,2020-09-01 00:00:00.000,2020-07-01 00:00:00.000,2020-09-14 00:00:00.000
2020-09-18 00:00:00.000,18,Friday,Sep,3,2020,2020-01-01 00:00:00.000,2020-09-01 00:00:00.000,2020-07-01 00:00:00.000,2020-09-14 00:00:00.000
2020-09-19 00:00:00.000,19,Saturday,Sep,3,2020,2020-01-01 00:00:00.000,2020-09-01 00:00:00.000,2020-07-01 00:00:00.000,2020-09-14 00:00:00.000
2020-09-20 00:00:00.000,20,Sunday,Sep,3,2020,2020-01-01 00:00:00.000,2020-09-01 00:00:00.000,2020-07-01 00:00:00.000,2020-09-14 00:00:00.000
2020-09-21 00:00:00.000,21,Monday,Sep,3,2020,2020-01-01 00:00:00.000,2020-09-01 00:00:00.000,2020-07-01 00:00:00.000,2020-09-21 00:00:00.000
2020-09-22 00:00:00.000,22,Tuesday,Sep,3,2020,2020-01-01 00:00:00.000,2020-09-01 00:00:00.000,2020-07-01 00:00:00.000,2020-09-21 00:00:00.000
2020-09-23 00:00:00.000,23,Wednesday,Sep,3,2020,2020-01-01 00:00:00.000,2020-09-01 00:00:00.000,2020-07-01 00:00:00.000,2020-09-21 00:00:00.000
2020-09-24 00:00:00.000,24,Thursday,Sep,3,2020,2020-01-01 00:00:00.000,2020-09-01 00:00:00.000,2020-07-01 00:00:00.000,2020-09-21 00:00:00.000
2020-09-25 00:00:00.000,25,Friday,Sep,3,2020,2020-01-01 00:00:00.000,2020-09-01 00:00:00.000,2020-07-01 00:00:00.000,2020-09-21 00:00:00.000
2020-09-26 00:00:00.000,26,Saturday,Sep,3,2020,2020-01-01 00:00:00.000,2020-09-01 00:00:00.000,2020-07-01 00:00:00.000,2020-09-21 00:00:00.000
2020-09-27 00:00:00.000,27,Sunday,Sep,3,2020,2020-01-01 00:00:00.000,2020-09-01 00:00:00.000,2020-07-01 00:00:00.000,2020-09-21 00:00:00.000
2020-09-28 00:00:00.000,28,Monday,Sep,3,2020,2020-01-01 00:00:00.000,2020-09-01 00:00:00.000,2020-07-01 00:00:00.000,2020-09-28 00:00:00.000
2020-09-29 00:00:00.000,29,Tuesday,Sep,3,2020,2020-01-01 00:00:00.000,2020-09-01 00:00:00.000,2020-07-01 00:00:00.000,2020-09-28 00:00:00.000
2020-09-30 00:00:00.000,30,Wednesday,Sep,3,2020,2020-01-01 00:00:00.000,2020-09-01 00:00:00.000,2020-07-01 00:00:00.000,2020-09-28 00:00:00.000
2020-10-01 00:00:00.000,1,Thursday,Oct,4,2020,2020-01-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-01 00:00:00.000,2020-09-28 00:00:00.000
2020-10-02 00:00:00.000,2,Friday,Oct,4,2020,2020-01-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-01 00:00:00.000,2020-09-28 00:00:00.000
2020-10-03 00:00:00.000,3,Saturday,Oct,4,2020,2020-01-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-01 00:00:00.000,2020-09-28 00:00:00.000
2020-10-04 00:00:00.000,4,Sunday,Oct,4,2020,2020-01-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-01 00:00:00.000,2020-09-28 00:00:00.000
2020-10-05 00:00:00.000,5,Monday,Oct,4,2020,2020-01-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-05 00:00:00.000
2020-10-06 00:00:00.000,6,Tuesday,Oct,4,2020,2020-01-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-05 00:00:00.000
2020-10-07 00:00:00.000,7,Wednesday,Oct,4,2020,2020-01-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-05 00:00:00.000
2020-10-08 00:00:00.000,8,Thursday,Oct,4,2020,2020-01-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-05 00:00:00.000
2020-10-09 00:00:00.000,9,Friday,Oct,4,2020,2020-01-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-05 00:00:00.000
2020-10-10 00:00:00.000,10,Saturday,Oct,4,2020,2020-01-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-05 00:00:00.000
2020-10-11 00:00:00.000,11,Sunday,Oct,4,2020,2020-01-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-05 00:00:00.000
2020-10-12 00:00:00.000,12,Monday,Oct,4,2020,2020-01-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-12 00:00:00.000
2020-10-13 00:00:00.000,13,Tuesday,Oct,4,2020,2020-01-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-12 00:00:00.000
2020-10-14 00:00:00.000,14,Wednesday,Oct,4,2020,2020-01-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-12 00:00:00.000
2020-10-15 00:00:00.000,15,Thursday,Oct,4,2020,2020-01-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-12 00:00:00.000
2020-10-16 00:00:00.000,16,Friday,Oct,4,2020,2020-01-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-12 00:00:00.000
2020-10-17 00:00:00.000,17,Saturday,Oct,4,2020,2020-01-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-12 00:00:00.000
2020-10-18 00:00:00.000,18,Sunday,Oct,4,2020,2020-01-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-12 00:00:00.000
2020-10-19 00:00:00.000,19,Monday,Oct,4,2020,2020-01-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-19 00:00:00.000
2020-10-20 00:00:00.000,20,Tuesday,Oct,4,2020,2020-01-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-19 00:00:00.000
2020-10-21 00:00:00.000,21,Wednesday,Oct,4,2020,2020-01-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-19 00:00:00.000
2020-10-22 00:00:00.000,22,Thursday,Oct,4,2020,2020-01-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-19 00:00:00.000
2020-10-23 00:00:00.000,23,Friday,Oct,4,2020,2020-01-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-19 00:00:00.000
2020-10-24 00:00:00.000,24,Saturday,Oct,4,2020,2020-01-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-19 00:00:00.000
2020-10-25 00:00:00.000,25,Sunday,Oct,4,2020,2020-01-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-19 00:00:00.000
2020-10-26 00:00:00.000,26,Monday,Oct,4,2020,2020-01-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-26 00:00:00.000
2020-10-27 00:00:00.000,27,Tuesday,Oct,4,2020,2020-01-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-26 00:00:00.000
2020-10-28 00:00:00.000,28,Wednesday,Oct,4,2020,2020-01-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-26 00:00:00.000
2020-10-29 00:00:00.000,29,Thursday,Oct,4,2020,2020-01-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-26 00:00:00.000
2020-10-30 00:00:00.000,30,Friday,Oct,4,2020,2020-01-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-26 00:00:00.000
2020-10-31 00:00:00.000,31,Saturday,Oct,4,2020,2020-01-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-26 00:00:00.000
2020-11-01 00:00:00.000,1,Sunday,Nov,4,2020,2020-01-01 00:00:00.000,2020-11-01 00:00:00.000,2020-10-01 00:00:00.000,2020-10-26 00:00:00.000
2020-11-02 00:00:00.000,2,Monday,Nov,4,2020,2020-01-01 00:00:00.000,2020-11-01 00:00:00.000,2020-10-01 00:00:00.000,2020-11-02 00:00:00.000
2020-11-03 00:00:00.000,3,Tuesday,Nov,4,2020,2020-01-01 00:00:00.000,2020-11-01 00:00:00.000,2020-10-01 00:00:00.000,2020-11-02 00:00:00.000
2020-11-04 00:00:00.000,4,Wednesday,Nov,4,2020,2020-01-01 00:00:00.000,2020-11-01 00:00:00.000,2020-10-01 00:00:00.000,2020-11-02 00:00:00.000
2020-11-05 00:00:00.000,5,Thursday,Nov,4,2020,2020-01-01 00:00:00.000,2020-11-01 00:00:00.000,2020-10-01 00:00:00.000,2020-11-02 00:00:00.000
2020-11-06 00:00:00.000,6,Friday,Nov,4,2020,2020-01-01 00:00:00.000,2020-11-01 00:00:00.000,2020-10-01 00:00:00.000,2020-11-02 00:00:00.000
2020-11-07 00:00:00.000,7,Saturday,Nov,4,2020,2020-01-01 00:00:00.000,2020-11-01 00:00:00.000,2020-10-01 00:00:00.000,2020-11-02 00:00:00.000
2020-11-08 00:00:00.000,8,Sunday,Nov,4,2020,2020-01-01 00:00:00.000,2020-11-01 00:00:00.000,2020-10-01 00:00:00.000,2020-11-02 00:00:00.000
2020-11-09 00:00:00.000,9,Monday,Nov,4,2020,2020-01-01 00:00:00.000,2020-11-01 00:00:00.000,2020-10-01 00:00:00.000,2020-11-09 00:00:00.000
2020-11-10 00:00:00.000,10,Tuesday,Nov,4,2020,2020-01-01 00:00:00.000,2020-11-01 00:00:00.000,2020-10-01 00:00:00.000,2020-11-09 00:00:00.000
2020-11-11 00:00:00.000,11,Wednesday,Nov,4,2020,2020-01-01 00:00:00.000,2020-11-01 00:00:00.000,2020-10-01 00:00:00.000,2020-11-09 00:00:00.000
2020-11-12 00:00:00.000,12,Thursday,Nov,4,2020,2020-01-01 00:00:00.000,2020-11-01 00:00:00.000,2020-10-01 00:00:00.000,2020-11-09 00:00:00.000
2020-11-13 00:00:00.000,13,Friday,Nov,4,2020,2020-01-01 00:00:00.000,2020-11-01 00:00:00.000,2020-10-01 00:00:00.000,2020-11-09 00:00:00.000
2020-11-14 00:00:00.000,14,Saturday,Nov,4,2020,2020-01-01 00:00:00.000,2020-11-01 00:00:00.000,2020-10-01 00:00:00.000,2020-11-09 00:00:00.000
2020-11-15 00:00:00.000,15,Sunday,Nov,4,2020,2020-01-01 00:00:00.000,2020-11-01 00:00:00.000,2020-10-01 00:00:00.000,2020-11-09 00:00:00.000
2020-11-16 00:00:00.000,16,Monday,Nov,4,2020,2020-01-01 00:00:00.000,2020-11-01 00:00:00.000,2020-10-01 00:00:00.000,2020-11-16 00:00:00.000
2020-11-17 00:00:00.000,17,Tuesday,Nov,4,2020,2020-01-01 00:00:00.000,2020-11-01 00:00:00.000,2020-10-01 00:00:00.000,2020-11-16 00:00:00.000
2020-11-18 00:00:00.000,18,Wednesday,Nov,4,2020,2020-01-01 00:00:00.000,2020-11-01 00:00:00.000,2020-10-01 00:00:00.000,2020-11-16 00:00:00.000
2020-11-19 00:00:00.000,19,Thursday,Nov,4,2020,2020-01-01 00:00:00.000,2020-11-01 00:00:00.000,2020-10-01 00:00:00.000,2020-11-16 00:00:00.000
2020-11-20 00:00:00.000,20,Friday,Nov,4,2020,2020-01-01 00:00:00.000,2020-11-01 00:00:00.000,2020-10-01 00:00:00.000,2020-11-16 00:00:00.000
2020-11-21 00:00:00.000,21,Saturday,Nov,4,2020,2020-01-01 00:00:00.000,2020-11-01 00:00:00.000,2020-10-01 00:00:00.000,2020-11-16 00:00:00.000
2020-11-22 00:00:00.000,22,Sunday,Nov,4,2020,2020-01-01 00:00:00.000,2020-11-01 00:00:00.000,2020-10-01 00:00:00.000,2020-11-16 00:00:00.000
2020-11-23 00:00:00.000,23,Monday,Nov,4,2020,2020-01-01 00:00:00.000,2020-11-01 00:00:00.000,2020-10-01 00:00:00.000,2020-11-23 00:00:00.000
2020-11-24 00:00:00.000,24,Tuesday,Nov,4,2020,2020-01-01 00:00:00.000,2020-11-01 00:00:00.000,2020-10-01 00:00:00.000,2020-11-23 00:00:00.000
2020-11-25 00:00:00.000,25,Wednesday,Nov,4,2020,2020-01-01 00:00:00.000,2020-11-01 00:00:00.000,2020-10-01 00:00:00.000,2020-11-23 00:00:00.000
2020-11-26 00:00:00.000,26,Thursday,Nov,4,2020,2020-01-01 00:00:00.000,2020-11-01 00:00:00.000,2020-10-01 00:00:00.000,2020-11-23 00:00:00.000
2020-11-27 00:00:00.000,27,Friday,Nov,4,2020,2020-01-01 00:00:00.000,2020-11-01 00:00:00.000,2020-10-01 00:00:00.000,2020-11-23 00:00:00.000
2020-11-28 00:00:00.000,28,Saturday,Nov,4,2020,2020-01-01 00:00:00.000,2020-11-01 00:00:00.000,2020-10-01 00:00:00.000,2020-11-23 00:00:00.000
2020-11-29 00:00:00.000,29,Sunday,Nov,4,2020,2020-01-01 00:00:00.000,2020-11-01 00:00:00.000,2020-10-01 00:00:00.000,2020-11-23 00:00:00.000
2020-11-30 00:00:00.000,30,Monday,Nov,4,2020,2020-01-01 00:00:00.000,2020-11-01 00:00:00.000,2020-10-01 00:00:00.000,2020-11-30 00:00:00.000
2020-12-01 00:00:00.000,1,Tuesday,Dec,4,2020,2020-01-01 00:00:00.000,2020-12-01 00:00:00.000,2020-10-01 00:00:00.000,2020-11-30 00:00:00.000
2020-12-02 00:00:00.000,2,Wednesday,Dec,4,2020,2020-01-01 00:00:00.000,2020-12-01 00:00:00.000,2020-10-01 00:00:00.000,2020-11-30 00:00:00.000
2020-12-03 00:00:00.000,3,Thursday,Dec,4,2020,2020-01-01 00:00:00.000,2020-12-01 00:00:00.000,2020-10-01 00:00:00.000,2020-11-30 00:00:00.000
2020-12-04 00:00:00.000,4,Friday,Dec,4,2020,2020-01-01 00:00:00.000,2020-12-01 00:00:00.000,2020-10-01 00:00:00.000,2020-11-30 00:00:00.000
2020-12-05 00:00:00.000,5,Saturday,Dec,4,2020,2020-01-01 00:00:00.000,2020-12-01 00:00:00.000,2020-10-01 00:00:00.000,2020-11-30 00:00:00.000
2020-12-06 00:00:00.000,6,Sunday,Dec,4,2020,2020-01-01 00:00:00.000,2020-12-01 00:00:00.000,2020-10-01 00:00:00.000,2020-11-30 00:00:00.000
2020-12-07 00:00:00.000,7,Monday,Dec,4,2020,2020-01-01 00:00:00.000,2020-12-01 00:00:00.000,2020-10-01 00:00:00.000,2020-12-07 00:00:00.000
2020-12-08 00:00:00.000,8,Tuesday,Dec,4,2020,2020-01-01 00:00:00.000,2020-12-01 00:00:00.000,2020-10-01 00:00:00.000,2020-12-07 00:00:00.000
2020-12-09 00:00:00.000,9,Wednesday,Dec,4,2020,2020-01-01 00:00:00.000,2020-12-01 00:00:00.000,2020-10-01 00:00:00.000,2020-12-07 00:00:00.000
2020-12-10 00:00:00.000,10,Thursday,Dec,4,2020,2020-01-01 00:00:00.000,2020-12-01 00:00:00.000,2020-10-01 00:00:00.000,2020-12-07 00:00:00.000
2020-12-11 00:00:00.000,11,Friday,Dec,4,2020,2020-01-01 00:00:00.000,2020-12-01 00:00:00.000,2020-10-01 00:00:00.000,2020-12-07 00:00:00.000
2020-12-12 00:00:00.000,12,Saturday,Dec,4,2020,2020-01-01 00:00:00.000,2020-12-01 00:00:00.000,2020-10-01 00:00:00.000,2020-12-07 00:00:00.000
2020-12-13 00:00:00.000,13,Sunday,Dec,4,2020,2020-01-01 00:00:00.000,2020-12-01 00:00:00.000,2020-10-01 00:00:00.000,2020-12-07 00:00:00.000
2020-12-14 00:00:00.000,14,Monday,Dec,4,2020,2020-01-01 00:00:00.000,2020-12-01 00:00:00.000,2020-10-01 00:00:00.000,2020-12-14 00:00:00.000
2020-12-15 00:00:00.000,15,Tuesday,Dec,4,2020,2020-01-01 00:00:00.000,2020-12-01 00:00:00.000,2020-10-01 00:00:00.000,2020-12-14 00:00:00.000
